word,meaning,source,morphology,root,processes,type,meaning2,form,normalized_form
letnég,to place (oneself or an object); erect on a site,Dictionary L,"{""root"":""letnég"",""processes"":[]}",,,,,letnég,letneg
lÉtra,letter of the alphabet,Dictionary L,"{""root"":""lÉtra"",""processes"":[]}",,,,,lÉtra,letra
lewét,to beat,Dictionary L,"{""root"":""lewét"",""processes"":[]}",,,,,lewét,lewet
liáb,flame,Dictionary L,"{""root"":""liáb"",""processes"":[]}",,,,,liáb,liab
liád,to produce juice from buri palm,Dictionary L,"{""root"":""liád"",""processes"":[]}",,,,,liád,liad
libáñg,"to distract oneself, forget",Dictionary L,"{""root"":""libáñg"",""processes"":[]}",,,,,libáñg,libang
libáñgan,amusement,Dictionary L,"{""root"":""libáñg"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,libáñgan,libangan
libér,"to go around from house to house visiting, caroling, etc. (on -, man -)",Dictionary L,"{""root"":""libér"",""processes"":[]}",,,,,libér,liber
kalibérlibér,"about, around, environment",Dictionary L,"{""root"":""kalibérlibér"",""processes"":[]}",,,,,kalibérlibér,kaliberliber
líbo,thousand,Dictionary L,"{""root"":""líbo"",""processes"":[]}",,,,,líbo,libo
líbolíbo,many thousands,Dictionary L,"{""root"":""líbo"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVCV-"",""normalized_form"":""CVCV"",""partial_chunk"":""líbo""}]}",,,,,líbolíbo,libolibo
libóg,"dull, booming sound (e.g. of bass drum)",Dictionary L,"{""root"":""libóg"",""processes"":[]}",,,,,libóg,libog
líbot,procession,Dictionary L,"{""root"":""líbot"",""processes"":[]}",,,,,líbot,libot
milíbot,take part in a procession,Dictionary L,"{""root"":""líbot"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,milíbot,milibot
líbro,book,Dictionary L,"{""root"":""líbro"",""processes"":[]}",,,,,líbro,libro
librería,library,Dictionary L,"{""root"":""librería"",""processes"":[]}",,,,,librería,libreria
lídEr,"head, leader, high official of political party (mlt. lídErEs )",Dictionary L,"{""root"":""lídEr"",""processes"":[]}",,,,,lídEr,lider
líga,"lushness, beauty, abundancePANGASINAN DICTIONARY 66",Dictionary L,"{""root"":""líga"",""processes"":[]}",,,,,líga,liga
malíga,"fruitful, bountiful malígan pasko‘Happy Christmas’",Dictionary L,"{""root"":""líga"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malíga,maliga
ligálig,restlessness,Dictionary L,"{""root"":""ligálig"",""processes"":[]}",,,,,ligálig,ligalig
ligís,to crush seeds with a rolling pin or similar object; rolling pin; to run over,Dictionary L,"{""root"":""ligís"",""processes"":[]}",,,,,ligís,ligis
liglíg,"to grind a small quantity of rice, e.g. just sufficient for the day’s supply",Dictionary L,"{""root"":""liglíg"",""processes"":[]}",,,,,liglíg,liglig
liglíwa,"joy, happiness",Dictionary L,"{""root"":""liglíwa"",""processes"":[]}",,,,,liglíwa,ligliwa
líkas,to hear something (e.g. an unexplained noise); to proceed with caution (maN -),Dictionary L,"{""root"":""líkas"",""processes"":[]}",,,,,líkas,likas
likát,to arrange fibers or threads for winding into skeins,Dictionary L,"{""root"":""likát"",""processes"":[]}",,,,,likát,likat
"likáw, likáwlíkaw","to go around looking without definite purpose, meander",Dictionary L,"{""root"":""likáw, likáwlíkaw"",""processes"":[]}",,,,,"likáw, likáwlíkaw","likaw, likawlikaw"
likét,"joy, happiness, delight; be happy (man -)",Dictionary L,"{""root"":""likét"",""processes"":[]}",,,,,likét,liket
malikét,"glad, happy, pleased",Dictionary L,"{""root"":""likét"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malikét,maliket
makapalikét,agreeable,Dictionary L,"{""root"":""kapalikét"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,makapalikét,makapaliket
líkid,"to dodge, get away from",Dictionary L,"{""root"":""líkid"",""processes"":[]}",,,,,líkid,likid
likná,"to feel, sense, deduce from observation",Dictionary L,"{""root"":""likná"",""processes"":[]}",,,,,likná,likna
líko,"corner; to turn, veer (on -)",Dictionary L,"{""root"":""lí"",""processes"":[{""type"":""suffix"",""meaning"":""1sg genitive enclitic"",""form"":""-ko"",""normalized_form"":""ko""}]}",,,,,líko,liko
likóp,curved chisel,Dictionary L,"{""root"":""likóp"",""processes"":[]}",,,,,likóp,likop
likót,to go around from house to house etc.,Dictionary L,"{""root"":""likót"",""processes"":[]}",,,,,likót,likot
liksí,"agility, alertness; active",Dictionary L,"{""root"":""liksí"",""processes"":[]}",,,,,liksí,liksi
liksión,see lEcción 1limáfive,Dictionary L,"{""root"":""liksión"",""processes"":[]}",,,,,liksión,liksion
kumalimá,fifth in order,Dictionary L,"{""root"":""kumalimá"",""processes"":[]}",,,,,kumalimá,kumalima
limámplo,fifty,"Dictionary L, Dictionary P","{""root"":""limámplo"",""processes"":[]}",,,,,limámplo,limamplo
limára,"five separate objects, people, etc.",Dictionary L,"{""root"":""limára"",""processes"":[]}",,,,,limára,limara
limlimára,five only,Dictionary L,"{""root"":""limára"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVC-"",""normalized_form"":""CVC"",""partial_chunk"":""lim""}]}",,,,,limlimára,limlimara
labinlimá,fifteen,Dictionary L,"{""root"":""lablimá"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}]}",,,,,labinlimá,labinlima
maminlimá,five times,Dictionary L,"{""root"":""nlimá"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""m""},{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",,,,,maminlimá,maminlima
mikalimá,fifth in order,Dictionary L,"{""root"":""kalimá"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,mikalimá,mikalima
sanlilimá,five each 2limáhand,Dictionary L,"{""root"":""sanlilimá"",""processes"":[]}",,,,,sanlilimá,sanlilima
limás,"to hold up, kidnap",Dictionary L,"{""root"":""limás"",""processes"":[]}",,,,,limás,limas
limbó,circle,Dictionary L,"{""root"":""limbó"",""processes"":[]}",,,,,limbó,limbo
limbóng,organization; to organize,Dictionary L,"{""root"":""limbóng"",""processes"":[]}",,,,,limbóng,limbong
limlím,to keep a secret,Dictionary L,"{""root"":""limlím"",""processes"":[]}",,,,,limlím,limlim
limón,lemon,Dictionary L,"{""root"":""limón"",""processes"":[]}",,,,,limón,limon
limós,"money given as assistance to bereaved family limpék, malimpék round",Dictionary L,"{""root"":""limós"",""processes"":[]}",,,,,limós,limos
lináb,"brilliant, resplendent",Dictionary L,"{""root"":""láb"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,lináb,linab
linák,calm,Dictionary L,"{""root"":""lák"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,linák,linak
malínak,"calm, tranquil",Dictionary L,"{""root"":""línak"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malínak,malinak
lináñg,silt deposited by floods during the rainy season,Dictionary L,"{""root"":""láñg"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,lináñg,linang
linaó,dew,Dictionary L,"{""root"":""laó"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,linaó,linao
lináwa,breath; to breathe (on -),Dictionary L,"{""root"":""láwa"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,lináwa,linawa
linawá,"a desire, want, like",Dictionary L,"{""root"":""lawá"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,linawá,linawa
linéw,snow; anything clear and clean like water,Dictionary L,"{""root"":""léw"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,linéw,linew
malinéw,"clear (water, speech)",Dictionary L,"{""root"":""léw"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,malinéw,malinew
línis,to clean,Dictionary L,"{""root"":""línis"",""processes"":[]}",,,,,línis,linis
malínis,"clean, neat, orderly",Dictionary L,"{""root"":""línis"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malínis,malinis
línya,line; be in line; arrange in a line,Dictionary L,"{""root"":""línya"",""processes"":[]}",,,,,línya,linya
liñgáw,turn the head to one side; look back,Dictionary L,"{""root"":""liñgáw"",""processes"":[]}",,,,,liñgáw,lingaw
liñgét,"perspiration, sweat",Dictionary L,"{""root"":""liñgét"",""processes"":[]}",,,,,liñgét,linget
líñggas,beauty; neatness,Dictionary L,"{""root"":""líñggas"",""processes"":[]}",,,,,líñggas,linggas
malíñggas,beautiful; spick and span,Dictionary L,"{""root"":""líñggas"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malíñggas,malinggas
líñggis,to exchange glances,Dictionary L,"{""root"":""líñggis"",""processes"":[]}",,,,,líñggis,linggis
linkór,"service; to wait upon, serve (man -)",Dictionary L,"{""root"":""lkór"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,linkór,linkor
liñgó,to err; mistake,Dictionary L,"{""root"":""liñgó"",""processes"":[]}",,,,,liñgó,lingo
maliñgó,often mistaken,Dictionary L,"{""root"":""liñgó"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,maliñgó,malingo
liñguán,"to forget, be unmindful",Dictionary L,"{""root"":""liñguán"",""processes"":[]}",,,,,liñguán,linguan
lipák,sound produced by palm when hands are clapped,Dictionary L,"{""root"":""lipák"",""processes"":[]}",,,,,lipák,lipak
lipát,"transfer a house etc. to another site, move",Dictionary L,"{""root"":""lipát"",""processes"":[]}",,,,,lipát,lipat
lipáy,"to flatten (as dough when making a pancake), press down on (man -); to plaster",Dictionary L,"{""root"":""lipáy"",""processes"":[]}",,,,,lipáy,lipay
lipoñg,plate,Dictionary L,"{""root"":""lipoñg"",""processes"":[]}",,,,,lipoñg,lipong
lipós,"to cover entirely, especially of flood water submerging crops and land ",Dictionary L,"{""root"":""lipós"",""processes"":[]}",,,,,lipós,lipos
nalipós,"submerged, covered by flood waters",Dictionary L,"{""root"":""nalipós"",""processes"":[]}",,,,,nalipós,nalipos
lípot,treachery,Dictionary L,"{""root"":""lípot"",""processes"":[]}",,,,,lípot,lipot
lírio,lily,Dictionary L,"{""root"":""lírio"",""processes"":[]}",,,,,lírio,lirio
liwág,"delay, postponement, diversion, recreation",Dictionary L,"{""root"":""liwág"",""processes"":[]}",,,,,liwág,liwag
liwás,to leave what one is doing for a while,Dictionary L,"{""root"":""liwás"",""processes"":[]}",,,,,liwás,liwas
líwat,"absence; to fail to do one’s work or duty; miss, be absent (on -)",Dictionary L,"{""root"":""líwat"",""processes"":[]}",,,,,líwat,liwat
liway,become clear (on -),Dictionary L,"{""root"":""liway"",""processes"":[]}",,,,,liway,liway
maliway,clear (on -),Dictionary L,"{""root"":""liway"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,maliway,maliway
liwáwa,"brightness, clarity",Dictionary L,"{""root"":""liwáwa"",""processes"":[]}",,,,,liwáwa,liwawa
maliwáwa,bright,Dictionary L,"{""root"":""liwáwa"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,maliwáwa,maliwawa
paliwáwa,"explanation; explain, clarify (mañgi -)",Dictionary L,"{""root"":""liwáwa"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,paliwáwa,paliwawa
liyanÉra,"mold, baking pan 1luátears",Dictionary L,"{""root"":""liyanÉra"",""processes"":[]}",,,,,liyanÉra,liyanera
luág,to boil (liquid),Dictionary L,"{""root"":""luág"",""processes"":[]}",,,,,luág,luag
loáñg,"to reduce the amount of liquid in a container; diminish, clear up",Dictionary L,"{""root"":""loáñg"",""processes"":[]}",,,,,loáñg,loang
loáng,a oló mentally deranged,Dictionary L,"{""root"":""loáng"",""processes"":[]}",,,,,loáng,loang
luás,to go to town (on -),Dictionary L,"{""root"":""luás"",""processes"":[]}",,,,,luás,luas
lúba,to grind rice for a second time; allowance,Dictionary L,"{""root"":""lúba"",""processes"":[]}",,,,,lúba,luba
lobír,"rope, string",Dictionary L,"{""root"":""lobír"",""processes"":[]}",,,,,lobír,lobir
loblób,to revive a fire or make it flare up by putting on more wood,Dictionary L,"{""root"":""loblób"",""processes"":[]}",,,,,loblób,loblob
lobók,"grave, tomb",Dictionary L,"{""root"":""lobók"",""processes"":[]}",,,,,lobók,lobok
lobós,"to buy land or goods for sale in their entirety, leaving nothing for others",Dictionary L,"{""root"":""lobós"",""processes"":[]}",,,,,lobós,lobos
ludlúd,to strike with the legs,Dictionary L,"{""root"":""ludlúd"",""processes"":[]}",,,,,ludlúd,ludlud
lugá,"matter, foul smelling secretions in the ear",Dictionary L,"{""root"":""lugá"",""processes"":[]}",,,,,lugá,luga
logán,"to travel, ride on (on -)",Dictionary L,"{""root"":""logán"",""processes"":[]}",,,,,logán,logan
logánan,vehicle,Dictionary L,"{""root"":""logán"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,logánan,loganan
lógay,to take off one’s hat when greeting someone,Dictionary L,"{""root"":""lógay"",""processes"":[]}",,,,,lógay,logay
lógi,loss in transaction; bankruptcy,Dictionary L,"{""root"":""lógi"",""processes"":[]}",,,,,lógi,logi
lugít,"tolerance; allowance given in competitive game; to abandon one’s responsibilities to one’s children, allowing them to do what",Dictionary L,"{""root"":""lugít"",""processes"":[]}",,,,,lugít,lugit
they,like,Dictionary L,"{""root"":""they"",""processes"":[]}",,,,,they,they
luglúg,"to clean a bottle, vase, etc. inside by",Dictionary L,"{""root"":""luglúg"",""processes"":[]}",,,,,luglúg,luglug
pouring,in some water and shaking it for a while,Dictionary L,"{""root"":""pourg"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":4}]}",,,,,pouring,pouring
lagór,"love, affection",Dictionary L,"{""root"":""lagór"",""processes"":[]}",,,,,lagór,lagor
lukás,"to open, uncover",Dictionary L,"{""root"":""lukás"",""processes"":[]}",,,,,lukás,lukas
loklók,"clean a hole, cavity, or tube with a stick or rod",Dictionary L,"{""root"":""loklók"",""processes"":[]}",,,,,loklók,loklok
lóko,"to fool, play a practical joke",Dictionary L,"{""root"":""ló"",""processes"":[{""type"":""suffix"",""meaning"":""1sg genitive enclitic"",""form"":""-ko"",""normalized_form"":""ko""}]}",,,,,lóko,loko
alóko,"crazy, irresponsible",Dictionary L,"{""root"":""aló"",""processes"":[{""type"":""suffix"",""meaning"":""1sg genitive enclitic"",""form"":""-ko"",""normalized_form"":""ko""}]}",,,,,alóko,aloko
managlóko,irresponsible person given to trickery,Dictionary L,"{""root"":""agló"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""},{""type"":""suffix"",""meaning"":""1sg genitive enclitic"",""form"":""-ko"",""normalized_form"":""ko""}]}",,,,,managlóko,managloko
lokób,"to surround, encircle; cover oneself completely, e.g. when cold (man -); to cheat in a card game",Dictionary L,"{""root"":""lokób"",""processes"":[]}",,,,,lokób,lokob
lokót,"to roll paper, leaves, etc.",Dictionary L,"{""root"":""lokót"",""processes"":[]}",,,,,lokót,lokot
lókoy,plough,Dictionary L,"{""root"":""lókoy"",""processes"":[]}",,,,,lókoy,lokoy
loksó,to jump with feet together (on -),Dictionary L,"{""root"":""loksó"",""processes"":[]}",,,,,loksó,lokso
lólot,"to carry out, persist",Dictionary L,"{""root"":""lólot"",""processes"":[]}",,,,,lólot,lolot
lóma,deep marsh,Dictionary L,"{""root"":""lóma"",""processes"":[]}",,,,,lóma,loma
lómba,running race,Dictionary L,"{""root"":""lómba"",""processes"":[]}",,,,,lómba,lomba
lombóy,a tree with black-skinned purple fleshed fruit similar in shape to a large olive,Dictionary L,"{""root"":""lombóy"",""processes"":[]}",,,,,lombóy,lomboy
lómo,"loin, tenderloin (cut of meat)",Dictionary L,"{""root"":""ló"",""processes"":[{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}]}",,,,,lómo,lomo
lompós,ninth day after burial; to observe lumpós (man -),Dictionary L,"{""root"":""lompós"",""processes"":[]}",,,,,lompós,lompos
lunák,scald,Dictionary L,"{""root"":""lunák"",""processes"":[]}",,,,,lunák,lunak
lunário,almanac,Dictionary L,"{""root"":""lunário"",""processes"":[]}",,,,,lunário,lunario
lúnEs,Monday,Dictionary L,"{""root"":""lúnEs"",""processes"":[]}",,,,,lúnEs,lunes
lonlón,"to stuff one’s mouth with food; gluttony, voracity",Dictionary L,"{""root"":""lonlón"",""processes"":[]}",,,,,lonlón,lonlon
lonós,pensive,Dictionary L,"{""root"":""lonós"",""processes"":[]}",,,,,lonós,lonos
loñgón,coffin,Dictionary L,"{""root"":""loñgón"",""processes"":[]}",,,,,loñgón,longon
loób,"inside; come inside, enter (on -); to rob inside a house (ni-)",Dictionary L,"{""root"":""loób"",""processes"":[]}",,,,,loób,loob
manpaloób,inward,Dictionary L,"{""root"":""loób"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""},{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,manpaloób,manpaloob
loók,"estuary, lake",Dictionary L,"{""root"":""loók"",""processes"":[]}",,,,,loók,look
lóor,"to abuse; (of an illness) become worse, deteriorate (on -)",Dictionary L,"{""root"":""lóor"",""processes"":[]}",,,,,lóor,loor
lúpa,"countenance, face, facade",Dictionary L,"{""root"":""lúpa"",""processes"":[]}",,,,,lúpa,lupa
lúpad,"to walk clumsily, tending to stumble or trip up",Dictionary L,"{""root"":""lúpad"",""processes"":[]}",,,,,lúpad,lupad
lópak,"break off, break up",Dictionary L,"{""root"":""lópak"",""processes"":[]}",,,,,lópak,lopak
lópda,saliva; to spit (on -),Dictionary L,"{""root"":""lóp"",""processes"":[{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",,,,,lópda,lopda
loplóp,"to suck eggs, etc.",Dictionary L,"{""root"":""loplóp"",""processes"":[]}",,,,,loplóp,loplop
lopók,"weak, not sturdy, worn out",Dictionary L,"{""root"":""lopók"",""processes"":[]}",,,,,lopók,lopok
lópot,"cloth, rag",Dictionary L,"{""root"":""lópot"",""processes"":[]}",,,,,lópot,lopot
lorém,cloud; become cloudy (on -),Dictionary L,"{""root"":""lorém"",""processes"":[]}",,,,,lorém,lorem
malorém,cloudy,Dictionary L,"{""root"":""lorém"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malorém,malorem
losék,"post, pillar",Dictionary L,"{""root"":""losék"",""processes"":[]}",,,,,losék,losek
loslós,lower something or let something slip off,Dictionary L,"{""root"":""loslós"",""processes"":[]}",,,,,loslós,loslos
little,by little; allow a boat to drift with the current; lower oneself with the aid of a pole,Dictionary L,"{""root"":""little"",""processes"":[]}",,,,,little,little
lósob,to prick the foot on a thorn or spine,Dictionary L,"{""root"":""lósob"",""processes"":[]}",,,,,lósob,losob
losók,"stomach, abdomenPANGASINAN DICTIONARY 70",Dictionary L,"{""root"":""losók"",""processes"":[]}",,,,,losók,losok
losór,"cup, mug",Dictionary L,"{""root"":""losór"",""processes"":[]}",,,,,losór,losor
lótang,"dislocate, come out of place",Dictionary L,"{""root"":""lótang"",""processes"":[]}",,,,,lótang,lotang
lotó,to cook (man -); to ripen (on -),Dictionary L,"{""root"":""lotó"",""processes"":[]}",,,,,lotó,loto
nilutó,cooked rice and/or other food,Dictionary L,"{""root"":""nilutó"",""processes"":[]}",,,,,nilutó,niluto
lúyag,province,Dictionary L,"{""root"":""lúyag"",""processes"":[]}",,,,,lúyag,luyag
mabólo,tree with umbrella-like growth and large fragrant reddish purple fruit the shape of a small pumpkin,Dictionary M,"{""root"":""bólo"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,mabólo,mabolo
mádrE,nun,Dictionary M,"{""root"":""mádrE"",""processes"":[]}",,,,,mádrE,madre
madríno,"woman who is a sponsor at a baptism, wedding, etc. (term of reference only)",Dictionary M,"{""root"":""dríno"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,madríno,madrino
maÉstro,teacher (m) (term of address or reference),Dictionary M,"{""root"":""Éstro"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}]}",,,,,maÉstro,maestro
maÉstra,teacher (f.),Dictionary M,"{""root"":""Éstra"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}]}",,,,,maÉstra,maestra
magá,"to dry, wither (on -)",Dictionary M,"{""root"":""gá"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,magá,maga
magámagá,dryness,Dictionary M,"{""root"":""gámagá"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,magámagá,magamaga
amagá,dry,Dictionary M,"{""root"":""agá"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amagá,amaga
magistrádo,"magistrate, judge",Dictionary M,"{""root"":""gistrádo"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,magistrádo,magistrado
maís,"corn, maize",Dictionary M,"{""root"":""ís"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}]}",,,,,maís,mais
mákina,sewing machine; machine,Dictionary M,"{""root"":""máka"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}]}",,,,,mákina,makina
makinílya,typewriter,Dictionary M,"{""root"":""kílya"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,makinílya,makinilya
makmák,covering of leaves on a seed bed,Dictionary M,"{""root"":""kmák"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,makmák,makmak
mákpel,brave,Dictionary M,"{""root"":""mákpel"",""processes"":[]}",,,,,mákpel,makpel
malága,a variety of pompano,Dictionary M,"{""root"":""lága"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malága,malaga
malapáti,pigeon,Dictionary M,"{""root"":""lapáti"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malapáti,malapati
malasádo,to half cook; soft boil,Dictionary M,"{""root"":""lasádo"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malasádo,malasado
máli,superstition,Dictionary M,"{""root"":""máli"",""processes"":[]}",,,,,máli,mali
malígno,evil spirit,Dictionary M,"{""root"":""lígno"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,malígno,maligno
máliw,become; change from one state or form to another (man -),Dictionary M,"{""root"":""máliw"",""processes"":[]}",,,,,máliw,maliw
máma,term of address for man of parents’ generation,Dictionary M,"{""root"":""máma"",""processes"":[]}",,,,,máma,mama
mámbo,mambo (dance),Dictionary M,"{""root"":""mámbo"",""processes"":[]}",,,,,mámbo,mambo
man,"that far away, distant from speaker and hearer",Dictionary M,"{""root"":""man"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""},{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}]}",,,,,man,man
onmán,like that,Dictionary M,"{""root"":""mán"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating variant)"",""form"":""oN-"",""normalized_form"":""o"",""applied_allomorph"":""n""}]}",,,,,onmán,onman
manáya,"so it is, indeed",Dictionary M,"{""root"":""áya"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}]}",,,,,manáya,manaya
maní,peanuts,Dictionary M,"{""root"":""í"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}]}",,,,,maní,mani
manók,"bird, fowl, chicken",Dictionary M,"{""root"":""ók"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}]}",,,,,manók,manok
mantíka,"cooking oil, fat, grease, lard",Dictionary M,"{""root"":""tíka"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}]}",,,,,mantíka,mantika
