word,meaning,source,morphology,root,processes,type,meaning2,form,normalized_form
selék,(of the sun) to set (on -),Dictionary S,"{""root"":""selék"",""processes"":[]}",,,,,selék,selek
sélnak,"to come out, sprout (on -)",Dictionary S,"{""root"":""sélnak"",""processes"":[]}",,,,,sélnak,selnak
seloñgét,to get dark (man -),Dictionary S,"{""root"":""seloñgét"",""processes"":[]}",,,,,seloñgét,selonget
cEmEnto,"cement, concrete",Dictionary S,"{""root"":""cEm"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""},{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""}]}",,,,,cEmEnto,cemento
sempét,"to go home, arrive (on -)",Dictionary S,"{""root"":""sempét"",""processes"":[]}",,,,,sempét,sempet
sEnádo,senate,Dictionary S,"{""root"":""sEnádo"",""processes"":[]}",,,,,sEnádo,senado
sEnadór,senator,Dictionary S,"{""root"":""sEnadór"",""processes"":[]}",,,,,sEnadór,senador
sÉntimos,centavo,Dictionary S,"{""root"":""sÉntimos"",""processes"":[]}",,,,,sÉntimos,sentimos
señgáw,"exudation, fume, vapor; to evaporate (on-)",Dictionary S,"{""root"":""señgáw"",""processes"":[]}",,,,,señgáw,sengaw
señgég,"root, principal part; rooted stem (of plant)",Dictionary S,"{""root"":""señgég"",""processes"":[]}",,,,,señgég,sengeg
señgegán,cause,Dictionary S,"{""root"":""señgegán"",""processes"":[]}",,,,,señgegán,sengegan
niseñgég ed,"because of, pertaining to",Dictionary S,"{""root"":""niseñgég ed"",""processes"":[]}",,,,,niseñgég ed,nisengeg ed
sanseñgég,entire plant or tree,Dictionary S,"{""root"":""sanseñgég"",""processes"":[]}",,,,,sanseñgég,sansengeg
sepák,to strike with the hand in a quarrel etc.,Dictionary S,"{""root"":""sepák"",""processes"":[]}",,,,,sepák,sepak
sEpíllo,brush,Dictionary S,"{""root"":""sEpíllo"",""processes"":[]}",,,,,sEpíllo,sepillo
sepsép,"to absorb, sip, suck",Dictionary S,"{""root"":""sepsép"",""processes"":[]}",,,,,sepsép,sepsep
cErvÉza,beer,Dictionary S,"{""root"":""cErvÉza"",""processes"":[]}",,,,,cErvÉza,cerveza
serét,to squeeze (as in squeezing a pimple) (man -),Dictionary S,"{""root"":""serét"",""processes"":[]}",,,,,serét,seret
sérnak,to shine (man -),Dictionary S,"{""root"":""sérnak"",""processes"":[]}",,,,,sérnak,sernak
sersér,"= sedsér , q.v.",Dictionary S,"{""root"":""sersér"",""processes"":[]}",,,,,sersér,serser
pasersér,to firm the soil (man -),Dictionary S,"{""root"":""sersér"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pasersér,paserser
sése,dulling of edge of blade,Dictionary S,"{""root"":""sése"",""processes"":[]}",,,,,sése,sese
sEsÉnta,"= saisÉnta or sixty (money) , q.v.",Dictionary S,"{""root"":""sEsÉn"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,sEsÉnta,sesenta
sEtÉnta,seventy (money etc.),Dictionary S,"{""root"":""sEtÉn"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,sEtÉnta,setenta
si,"marker preceding personal nouns when the latter are subjects of a sentence, in apposition, etc.; also functions as a personal article before such nouns",Dictionary S,"{""root"":""si"",""processes"":[]}",,,,,si,si
siám,nine,Dictionary S,"{""root"":""siám"",""processes"":[]}",,,,,siám,siam
komasiám,ninth,Dictionary S,"{""root"":""komasiám"",""processes"":[]}",,,,,komasiám,komasiam
labinsiám,nineteen,Dictionary S,"{""root"":""labsiám"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}]}",,,,,labinsiám,labinsiam
mikasiám,ninth,Dictionary S,"{""root"":""kasiám"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,mikasiám,mikasiam
siamáplo,ninety,Dictionary S,"{""root"":""siamáplo"",""processes"":[]}",,,,,siamáplo,siamaplo
siamirá,nine (individual items),Dictionary S,"{""root"":""siamirá"",""processes"":[]}",,,,,siamirá,siamira
tigsisiám,nine each,Dictionary S,"{""root"":""tigsisiám"",""processes"":[]}",,,,,tigsisiám,tigsisiam
sián,"to part, be separated (man - (intentionally), on -)",Dictionary S,"{""root"":""sián"",""processes"":[]}",,,,,sián,sian
siánsia,"still, even so, in the same state",Dictionary S,"{""root"":""siánsia"",""processes"":[]}",,,,,siánsia,siansia
sibá,"inordinate appetite, gluttony, voracity;",Dictionary S,"{""root"":""sibá"",""processes"":[]}",,,,,sibá,siba
masibá,voracious,Dictionary S,"{""root"":""sibá"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masibá,masiba
síbar,"(of fish and other aquatic animals) to eat, devour",Dictionary S,"{""root"":""síbar"",""processes"":[]}",,,,,síbar,sibar
sibég,"to go near (on -); to sympathize with, console (i -)",Dictionary S,"{""root"":""sibég"",""processes"":[]}",,,,,sibég,sibeg
siblét,selfish,Dictionary S,"{""root"":""siblét"",""processes"":[]}",,,,,siblét,siblet
síbo,"= sÉbo , q.v.",Dictionary S,"{""root"":""síbo"",""processes"":[]}",,,,,síbo,sibo
sibó,"to throw water, earth, grain, etc. (man -)",Dictionary S,"{""root"":""sibó"",""processes"":[]}",,,,,sibó,sibo
sibók,to blow (-an ),Dictionary S,"{""root"":""sibók"",""processes"":[]}",,,,,sibók,sibok
sibóg,cruelty,Dictionary S,"{""root"":""sibóg"",""processes"":[]}",,,,,sibóg,sibog
masibóg,"brave, cruel",Dictionary S,"{""root"":""sibóg"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masibóg,masibog
sibúyas,onion,Dictionary S,"{""root"":""sibúyas"",""processes"":[]}",,,,,sibúyas,sibuyas
sibwág,"to scatter (as seed), disperse",Dictionary S,"{""root"":""sibwág"",""processes"":[]}",,,,,sibwág,sibwag
siÉtE,"seven (money, time, etc.)",Dictionary S,"{""root"":""siÉtE"",""processes"":[]}",,,,,siÉtE,siete
sigarílyo,cigarette; to smoke (man -),Dictionary S,"{""root"":""sigaríl"",""processes"":[{""type"":""suffix"",""meaning"":""2pl genitive enclitic"",""form"":""-yo"",""normalized_form"":""yo""}]}",,,,,sigarílyo,sigarilyo
sígi,"expression equivalent to ‘O.K.’, ‘go ahead!’, ‘all right’",Dictionary S,"{""root"":""sígi"",""processes"":[]}",,,,,sígi,sigi
siglát,"speed, promptness; become speedy, prompt, etc. (on -)",Dictionary S,"{""root"":""siglát"",""processes"":[]}",,,,,siglát,siglat
masiglát,"speedy, prompt",Dictionary S,"{""root"":""siglát"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masiglát,masiglat
sígpot,"orphaned, having lost both parents",Dictionary S,"{""root"":""sígpot"",""processes"":[]}",,,,,sígpot,sigpot
sigpót,to conclude what one is saying or doing,Dictionary S,"{""root"":""sigpót"",""processes"":[]}",,,,,sigpót,sigpot
sigsíg,to chop something into small pieces,Dictionary S,"{""root"":""sigsíg"",""processes"":[]}",,,,,sigsíg,sigsig
siím,to watch closely in secret for (man -),Dictionary S,"{""root"":""siím"",""processes"":[]}",,,,,siím,siim
siít,"arrow head, thorn, spine on fish, etc.",Dictionary S,"{""root"":""siít"",""processes"":[]}",,,,,siít,siit
síkal,movement within stomach; movement,Dictionary S,"{""root"":""síkal"",""processes"":[]}",,,,,síkal,sikal
sikáñg,"to stretch to the limit, take a very wide stride",Dictionary S,"{""root"":""sikáñg"",""processes"":[]}",,,,,sikáñg,sikang
sikáp,cunning; to spy on (man -),Dictionary S,"{""root"":""sikáp"",""processes"":[]}",,,,,sikáp,sikap
sikár,walk with protruding abdomen,Dictionary S,"{""root"":""sikár"",""processes"":[]}",,,,,sikár,sikar
1síkat,"brilliance, glitter, splendor",Dictionary S,"{""root"":""1síkat"",""processes"":[]}",,,,,1síkat,1sikat
2síkat,brush-like instrument for polishing floors etc. made from halved coconut husk,Dictionary S,"{""root"":""2síkat"",""processes"":[]}",,,,,2síkat,2sikat
sikatá,us (inclusive),"Dictionary S, Dictionary T","{""root"":""sikatá"",""processes"":[]}",,,,,sikatá,sikata
sikatayó,all of us,"Dictionary S, Dictionary T","{""root"":""sikatayó"",""processes"":[]}",,,,,sikatayó,sikatayo
sikató,him/her (pertaining to someone),"Dictionary S, Dictionary T","{""root"":""sikató"",""processes"":[]}",,,,,sikató,sikato
sikayó,you and the others (pertaining to a group including the person spoken to),"Dictionary S, Dictionary Y","{""root"":""sikayó"",""processes"":[]}",,,,,sikayó,sikayo
sikén,old,Dictionary S,"{""root"":""sikén"",""processes"":[]}",,,,,sikén,siken
masikén,grown up; old man,Dictionary S,"{""root"":""sikén"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masikén,masiken
síki,difference of opinion,Dictionary S,"{""root"":""síki"",""processes"":[]}",,,,,síki,siki
síkil,to elbow; to spur a horse,Dictionary S,"{""root"":""síkil"",""processes"":[]}",,,,,síkil,sikil
sikmát,sudden disappearance; to disappear,Dictionary S,"{""root"":""sikmát"",""processes"":[]}",,,,,sikmát,sikmat
sikó,elbow,Dictionary S,"{""root"":""sikó"",""processes"":[]}",,,,,sikó,siko
síkot,stealth,Dictionary S,"{""root"":""síkot"",""processes"":[]}",,,,,síkot,sikot
siksík,"scales of fish, snakes, etc.; to scale a",Dictionary S,"{""root"":""siksík"",""processes"":[]}",,,,,siksík,siksik
sikwát,to lasso an animal; snatch,Dictionary S,"{""root"":""sikwát"",""processes"":[]}",,,,,sikwát,sikwat
siláb,"to burn leaves, papers, etc. (man -)",Dictionary S,"{""root"":""siláb"",""processes"":[]}",,,,,siláb,silab
silág,buri palm,Dictionary S,"{""root"":""silág"",""processes"":[]}",,,,,silág,silag
siléw,artificial light; to light the way etc. (man -),Dictionary S,"{""root"":""siléw"",""processes"":[]}",,,,,siléw,silew
síli,chili pepper,Dictionary S,"{""root"":""síli"",""processes"":[]}",,,,,síli,sili
sílib,"wisdom, wiles",Dictionary S,"{""root"":""sílib"",""processes"":[]}",,,,,sílib,silib
masílib,"wise, astute",Dictionary S,"{""root"":""sílib"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masílib,masilib
silíp,to peep (man -),Dictionary S,"{""root"":""silíp"",""processes"":[]}",,,,,silíp,silip
silír,"storeroom, storage",Dictionary S,"{""root"":""silír"",""processes"":[]}",,,,,silír,silir
síloñg,"under, underneath, space under house, ground floor; to put under (i -)",Dictionary S,"{""root"":""síloñg"",""processes"":[]}",,,,,síloñg,silong
1silót,creased,Dictionary S,"{""root"":""1silót"",""processes"":[]}",,,,,1silót,1silot
2silót,lasso,Dictionary S,"{""root"":""2silót"",""processes"":[]}",,,,,2silót,2silot
símba,"Sunday, week",Dictionary S,"{""root"":""símba"",""processes"":[]}",,,,,símba,simba
simbaán,church,Dictionary S,"{""root"":""simbaán"",""processes"":[]}",,,,,simbaán,simbaan
simbálo,to amend (on -),Dictionary S,"{""root"":""simbálo"",""processes"":[]}",,,,,simbálo,simbalo
simoón,"entire, without omission or defect",Dictionary S,"{""root"":""simoón"",""processes"":[]}",,,,,simoón,simoon
masimoón,"complete, whole; devoted",Dictionary S,"{""root"":""simoón"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masimoón,masimoon
simót,to gather food particles left on one’s plate by scraping plate with finger and eat every morsel; person having barely enough to eat,Dictionary S,"{""root"":""simót"",""processes"":[]}",,,,,simót,simot
símplE,"simple, uncomplicated",Dictionary S,"{""root"":""símplE"",""processes"":[]}",,,,,símplE,simple
símsim,"to try, taste",Dictionary S,"{""root"":""símsim"",""processes"":[]}",,,,,símsim,simsim
sínag,"sunbeam, moonbeam, glow; (of light)",Dictionary S,"{""root"":""sínag"",""processes"":[]}",,,,,sínag,sinag
masnág,"bright, brilliant (of light, stars, etc.)",Dictionary S,"{""root"":""snág"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masnág,masnag
sinagém,"pity, sympathize with; compassion",Dictionary S,"{""root"":""sagém"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,sinagém,sinagem
masinagém,sympathetic,Dictionary S,"{""root"":""sagém"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,masinagém,masinagem
makapasinagém,cause of grief,Dictionary S,"{""root"":""kapasagém"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":5}]}",,,,,makapasinagém,makapasinagem
"cínE, síni","movie theatre, cinema",Dictionary S,"{""root"":""cínE, síni"",""processes"":[]}",,,,,"cínE, síni","cine, sini"
sinít,"start burning, ignite, kindle (-en )",Dictionary S,"{""root"":""sít"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,sinít,sinit
sinílas,"= chinÉlas , q.v.",Dictionary S,"{""root"":""sílas"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,sinílas,sinilas
cínco,five cents,Dictionary S,"{""root"":""cínco"",""processes"":[]}",,,,,cínco,cinco
cincuÉnta,fifty cents (money),Dictionary S,"{""root"":""ccuÉn"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,cincuÉnta,cincuenta
sinóp,"orderliness, tidiness; to keep neatly, collect in one place",Dictionary S,"{""root"":""sóp"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,sinóp,sinop
sinsílyo,"coins, small change",Dictionary S,"{""root"":""ssíl"",""processes"":[{""type"":""suffix"",""meaning"":""2pl genitive enclitic"",""form"":""-yo"",""normalized_form"":""yo""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",,,,,sinsílyo,sinsilyo
sínta,hitch an animal,Dictionary S,"{""root"":""sín"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,sínta,sinta
siñgá,"like, as, as if, similar to",Dictionary S,"{""root"":""siñgá"",""processes"":[]}",,,,,siñgá,singa
siñgbát,"debate, discuss",Dictionary S,"{""root"":""siñgbát"",""processes"":[]}",,,,,siñgbát,singbat
síñger,to encircle (man -),Dictionary S,"{""root"":""síñger"",""processes"":[]}",,,,,síñger,singer
siñgér,to tie (mañgi -),Dictionary S,"{""root"":""siñgér"",""processes"":[]}",,,,,siñgér,singer
siñggér,close (close from/to),Dictionary S,"{""root"":""siñggér"",""processes"":[]}",,,,,siñggér,singger
siñgíl,to collect a debt (on -),Dictionary S,"{""root"":""siñgíl"",""processes"":[]}",,,,,siñgíl,singil
siñgín,twin,Dictionary S,"{""root"":""siñgín"",""processes"":[]}",,,,,siñgín,singin
siñgít,notch at upper end of pillars or posts,Dictionary S,"{""root"":""siñgít"",""processes"":[]}",,,,,siñgít,singit
siñgkát,to catch with both hands (as in catching chickens),Dictionary S,"{""root"":""siñgkát"",""processes"":[]}",,,,,siñgkát,singkat
síñgko,"five (dates, time, money, etc.) cincuÉnta,",Dictionary S,"{""root"":""síñg"",""processes"":[{""type"":""suffix"",""meaning"":""1sg genitive enclitic"",""form"":""-ko"",""normalized_form"":""ko""}]}",,,,,síñgko,singko
siñgkuÉnta,fifty (money etc.),Dictionary S,"{""root"":""siñgkuÉn"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,siñgkuÉnta,singkuenta
siñgléw,"care, heed, feel inclined",Dictionary S,"{""root"":""siñgléw"",""processes"":[]}",,,,,siñgléw,singlew
siñgsíñg,ring (for finger),Dictionary S,"{""root"":""siñgsíñg"",""processes"":[]}",,,,,siñgsíñg,singsing
sióktoñg,dark colored alcoholic drink,Dictionary S,"{""root"":""sióktoñg"",""processes"":[]}",,,,,sióktoñg,sioktong
siopá,who?,Dictionary S,"{""root"":""siopá"",""processes"":[]}",,,,,siopá,siopa
sipáksipák,dashing of waves against the shore; to slosh water on the floor etc.,Dictionary S,"{""root"":""sipák"",""processes"":[{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}]}",,,,,sipáksipák,sipaksipak
